titulo,autor,origen
"ciencia, investigación y desarrollo","cassano, alberto e",consulta_koha
histología de di fiore,"hib, josé",consulta_koha
peligros y riesgos en la investigaciones,"cecchetto, sergio",consulta_koha
transgénicos un destino tecnológico para américa latina,"pfeiffer, maría luisa",consulta_koha
labview 71,"lázaro, antoni mánuel",consulta_koha
fisiología,"silbernagl, stefan",consulta_koha
circuitos eléctricos,"dorf, richard c",consulta_koha
biofísica,"glaser, roland",consulta_koha
autómatas programables,"mandado pérez, enrique",consulta_koha
redes de computadoras,"tanenbaum, andrew s",consulta_koha
ingeniería y ciencias ambientales,"davis, mackenzie l",consulta_koha
comunicaciones y redes de computadores,"stallings, william",consulta_koha
introducción a la química de los polímeros,"seymour, raimond b",consulta_koha
manual de radiología para técnicos,"bushong, stewart c",consulta_koha
introducción al análisis de regresión lineal,"montgomery, douglas c",consulta_koha
cálculo,"purcell, edwin j",consulta_koha
economía para ingenieros,"delicia, pablo javier",consulta_koha
constitución argentina,"zarini, helio juan",consulta_koha
probabilidad y estadística para ingeniería y ciencias,"devore, jay l",consulta_koha
ecuaciones diferenciales aplicadas,"spiegel, murray r",consulta_koha
medios de representación para profesionales técnicos,"alvarez, graciela",consulta_koha
mecánica para ingeniería y aplicaciones 1 estática,"mcgill, david j",consulta_koha
física moderna,"argüello, luis roque",consulta_koha
anuario del presupuesto 2008,"arbelo, juan manuel",consulta_koha
the abc of acid-base chemistry,"davenport, horace w",consulta_koha
tablas de equivalencias y correspondencia,"belber, maría carmen",consulta_koha
código de comercio de la república argentina 2010,"gersovich, carlos g",consulta_koha
bioética y derechos humanos,"hooft, pedro f",consulta_koha
robótica,"ollero baturone, aníbal",consulta_koha
gravitación,"landau, susana",consulta_koha
introducción a la representación molecular,"rosi, pablo e",consulta_koha
anuario del presupuesto 2011,"arbelo, juan manuel",consulta_koha
selección por competencias,"alles, martha",consulta_koha
"y tú,¿innovas o abdicas?","nieto nieto, justo",consulta_koha
aplicaciones y modelado digital de la voz,"rufiner di persia, hugo leonardo",consulta_koha
human physiology,"silverthorn, dee unglaub",consulta_koha
evaluación de impacto ambiental,"echechuri, héctor",consulta_koha
matlab®,"gilat, amos",consulta_koha
tratado de audiología,"salesa batlle, enrique",consulta_koha
"prótesis, ortésis y ayudas técnicas","zambudio periago, ramón",consulta_koha
fundamentos de termodinámica técnica,"moran, michael j",consulta_koha
electrónica,"boylestad, robert l",consulta_koha
imagen radiológica,"cabrero fraile, francisco  javier",consulta_koha
biomecánica clínica de los tejidos y las articulaciones del aparato locomotor,"miralles marrero, rodrigo c",consulta_koha
química,"brown, theodore l",consulta_koha
métodos numéricos con matlab,"mathews, john h",consulta_koha
cálculo 2,"larson, ron",consulta_koha
virtual bio-instrumentation,"olansen, jon b",consulta_koha
tratamiento digital de señales,"proakis, john g",consulta_koha
control pid avanzado,"åström, karl j",consulta_koha
el conocimiento científico,"díaz, esther",consulta_koha
sistemas digitales,"tocci, ronald j",consulta_koha
introducción a la ciencia de materiales para ingenieros,"shackelford, james f",consulta_koha
fundamentos de señales y sistemas usando la web y matlab®,"kamen, edward w",consulta_koha
redes neuronales y sistemas borrosos,"brío, bonifacio martín de",consulta_koha
sistemas electrónicos digitales,"mandado pérez, enrique",consulta_koha
sobotta atlas de anatomía humana,"putz, r",consulta_koha
ingeniería del software,"sommerville, ian",consulta_koha
berne y levy fisiología,"koeppen, bruce m",consulta_koha
modeling biological systems,"haefner, james w",consulta_koha
principles of tissue engineering,"lanza, robert",consulta_koha
bioinformatics and drug discovery,"larson, richard s",consulta_koha
introduction to biomedical instrumentation,"christe, barbara l",consulta_koha
physiological control systems,"khoo, michael c. k",consulta_koha
fisiología animal y evolución,"barja de quiroga, gustavo",consulta_koha
microcontroladores  mcs-51 y mcs-251,"matas alcalá, josé",consulta_koha
saneamiento ambiental,"dallia, sergio miguel",consulta_koha
control automático de procesos,"smith, carlos a",consulta_koha
sistemas de control para ingeniería,"nise, norman s",consulta_koha
discrete-time signal processing,"oppenheim, alan v",consulta_koha
ecuaciones diferenciales,"boyce, william e",consulta_koha
internet y competencias básicas,"monereo, carles",consulta_koha
cálculo multivariable,"anton, howard",consulta_koha
fundamentos de neurociencia,"soriano mas, carles",consulta_koha
medical instrumentation,"webster, john g",consulta_koha
biomaterials science and biocompatibility,"silver, frederick h",consulta_koha
handbook of biomaterials evaluation,"recum, andreas f. von",consulta_koha
neural networks and artificial intelligence for biomedical engineering,"hudson, donna l",consulta_koha
cálculo de varias variables,"stewart, james",consulta_koha
eckert animal physiology,"randall, david",consulta_koha
biomedical photonics handbook,"vo-dinh, tuan",consulta_koha
signal processing first,"mcclellan, james h",consulta_koha
radiation therapy planning,"bentel, gunilla c",consulta_koha
biomaterials the intersection of biology and materials science,"temenoff, j. s",consulta_koha
biodesign,"zenios, stefanos",consulta_koha
preparación y evaluación de proyectos,"sapag chain, nassir",consulta_koha
aprendiendo de química orgánica,"fernández cirelli, alicia",consulta_koha
diseño básico de automatismos eléctricos,"ubierto artur, pedro",consulta_koha
biomedical device technology,"chan, anthony y. k",consulta_koha
nuclear medicine instrumentation,"prekeges, jennifer",consulta_koha
biomedical sensors,"jones, deric p",consulta_koha
fundamentos de algoritmos y programación,"lage, fernando j",consulta_koha
ingeniería del software,"pressman, roger s",consulta_koha
aritmética en la era digital,"canavelli, juan carlos",consulta_koha
manual prático-teórico,"azevedo, vasco ariston de carvalho",consulta_koha
cardiac pacemakers and defibrillators,"love, charles j",consulta_koha
medical nanotechnology and nanomedicine,"tibbals, harry f",consulta_koha
biomedical instrumentation,"khandpur, r.s",consulta_koha
tratamiento de señales en tiempo discreto,"oppenheim, alan v",consulta_koha
neurociencia en esquemas,"barker, roger a",consulta_koha
netter atlas de neurociencia,"felten, david l",consulta_koha
educação para uma vida sustentáveleducação como direito humano,"favarão, maria josé",consulta_koha
"marcapasos, resincronizadores y cardiodesfibriladores implantables","chiale, pablo a",consulta_koha
historia universal de la infamia científica,"alinovi, matías",consulta_koha
six easy pieces,"feynman, richard p",consulta_koha
ventilación mecánica,"chiappero, guillermo r",consulta_koha
brock biología de los microorganismos,"madigan, michael t",consulta_koha
precálculo,"stewart, james",consulta_koha
c++,"deitel, paul j",consulta_koha
digital image processing,"gonzalez, rafael c",consulta_koha
the image processing handbook,"russ, john c",consulta_koha
gait analysis,"perry, jacquelin",consulta_koha
introducción a la física cuántica,"french, a.p",consulta_koha
ventilación mecánica en anestesia y cuidados críticos,"belda, f. javier",consulta_koha
introducción a la matemática,"colombo, maría mercedes",consulta_koha
cálculo diferencial e integral,"piskunov, nikolai",consulta_koha
the science and engineering of materials,"askeland, donald r",consulta_koha
physical medicine and rehabilitation,"braddom, randall",consulta_koha
tratado contra el método,"feyerabend, paul",consulta_koha
historia de la ciencia y sus reconstrucciones racionales,"lakatos, imre",consulta_koha
a student's guide to maxwell's equations,"fleisch, daniel",consulta_koha
risk management in health care institutions,"kavaler, florence",consulta_koha
la escuela como práctica política,"brenner, miguel ángel",consulta_koha
la estática en la vida cotidiana,"noceti, haydeé",consulta_koha
medicinal chemistry,"thomas, gareth",consulta_koha
why does e=mc2?,"cox, brian",consulta_koha
molecular genetics of bacteria,"dale, jeremy w",consulta_koha
computer vision and applications,"jähne, bernd",consulta_koha
embedded robotics,"bräunl, thomas",consulta_koha
image processing in radiology,"neri, e",consulta_koha
drug testing,"coombs, robert h",consulta_koha
servucción,"eiglier, pierre",consulta_koha
economía de la salud,"gimeno, juan a",consulta_koha
identidad de género muerte digna,"medina, graciela",consulta_koha
anuario de estadísticas universitarias 2009,"curti, celina",consulta_koha
educational administration,"lunenburg, fred c",consulta_koha
electromedicina,"daneri, pablo a",consulta_koha
bioestadística,"blair, r. clifford",consulta_koha
biología molecular del gen,"watson, james d",consulta_koha
implantes cocleares,"manrique rodríguez, manuel j",consulta_koha
el proceso unificado de desarrollo de software,"jacobson, ivar",consulta_koha
contaminación y medio ambiente,"cicerone, daniel s",consulta_koha
reliable design of medical devices,"fries, richard c",consulta_koha
noninvasive instrumentation and measurement in medical diagnosis,"northrop, robert b",consulta_koha
analysis and application of analog electronic circuits to biomedical instrumentation,"northrop, robert b",consulta_koha
implante de prótesis y biomateriales en urología,"puscinski, alberto josé",consulta_koha
introducción al modelado numérico de flujos reactivos,"brizuela, eduardo a",consulta_koha
biología,"starr, cecie",consulta_koha
fundamentos de física,"serway, raymond a",consulta_koha
química general,"ebbing, darrell d",consulta_koha
control de calidad en imágenes médicas de tomografía computada e incidencia de algunos aspectos económicos del proceso,"delicia, pablo javier",consulta_koha
smart polymers,"galaev, igor",consulta_koha
biomaterials,"ramakrishna, seeram",consulta_koha
biomedical signal analysis,"rangayyan, rangaraj m",consulta_koha
fundamentos de bases de datos,"silberschatz, abraham",consulta_koha
new approaches in classification and data analysis,"diday, e",consulta_koha
mecánica de los fluidos,"di paolo, josé",consulta_koha
currículo do povo que educa,"pini, francisca rodrigues de oliveira",consulta_koha
organizing your job in management,"heyel, carl",consulta_koha
leadership on the job,"hall, alnos",consulta_koha
curso industrial de mantenimiento preventivo,"calloni, juan carlos",consulta_koha
bioingenieria en la cirugía de la insuficiencia cardíaca,"cabrera fischer, edmundo i",consulta_koha
the nonlinear workbook,"steeb, willi-hans",consulta_koha
vector quantization,"abut, hüseyin",consulta_koha
cochlear implants,"clark, graeme",consulta_koha
clinical radiotherapy physics,"jayaraman, subramania",consulta_koha
fotoelasticimetría,"solaguren-beascoa fernández, manuel",consulta_koha
herramientas de evaluación en el aula,"tenutto, marta alicia",consulta_koha
"planificar, enseñar, aprender y evaluar por competencias","tenutto, marta alicia",consulta_koha
estilos tecnológicos,"varsavsky, oscar",consulta_koha
genética,"passarge, eberhard",consulta_koha
reingeniería farmaceútica,"peretta, marcelo daniel",consulta_koha
introducción a la biología celular,"alberts, bruce",consulta_koha
laboratorio de química general,"llano lomas, mercedes",consulta_koha
medipharm® tratado de medicina farmacéutica,"hernández herrero, gonzalo",consulta_koha
fundamentos de bioquímica,"voet, donald",consulta_koha
bailey [&] scott diagnóstico microbiológico,"forbes, betty a",consulta_koha
koneman diagnóstico microbiológico,"winn, washington c",consulta_koha
patología,"mohan, harsh",consulta_koha
el mundo de la célula,"becker, wayne m",consulta_koha
new materials and technologies for healthcare,"hench, larry l",consulta_koha
"the measurement, instrumentation, and sensors handbook","webster, john g",consulta_koha
en_línea,"cassany, daniel",consulta_koha
instalaciones en edificios,"quadri, néstor pedro",consulta_koha
instalaciones de gas,"quadri, néstor pedro",consulta_koha
physics in nuclear medicine,"cherry, simon r",consulta_koha
cálculo en biología molecular y biotecnología,"stephenson, frank h",consulta_koha
matemática¿estás ahí?,"paenza, adrián",consulta_koha
